interno,est_off,linea,Field₃,estacion,latitude,longitude,geom_wgs84
51812,PLAZA DE LOS VIRREYES,E,Plaza de los Virreyes/E,Virreyes,-34.643324,-58.46167,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
51813,PLAZA DE LOS VIRREYES,E,Plaza de los Virreyes/E,Virreyes,-34.643324,-58.46167,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
51814,PLAZA DE LOS VIRREYES,E,Plaza de los Virreyes/E,Virreyes,-34.643324,-58.46167,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
51821,PLAZA DE LOS VIRREYES,E,Plaza de los Virreyes/E,Virreyes,-34.643324,-58.46167,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
51822,PLAZA DE LOS VIRREYES,E,Plaza de los Virreyes/E,Virreyes,-34.643324,-58.46167,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
51823,PLAZA DE LOS VIRREYES,E,Plaza de los Virreyes/E,Virreyes,-34.643324,-58.46167,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
51831,PLAZA DE LOS VIRREYES,E,Plaza de los Virreyes/E,Virreyes,-34.643324,-58.46167,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
51832,PLAZA DE LOS VIRREYES,E,Plaza de los Virreyes/E,Virreyes,-34.643324,-58.46167,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
51833,PLAZA DE LOS VIRREYES,E,Plaza de los Virreyes/E,Virreyes,-34.643324,-58.46167,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
70301,HOSPITALES,H,Hospitales/H,Hospitales,-34.641396,-58.412643,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
70302,HOSPITALES,H,Hospitales/H,Hospitales,-34.641396,-58.412643,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
70311,HOSPITALES,H,Hospitales/H,Hospitales,-34.641396,-58.412643,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
70312,HOSPITALES,H,Hospitales/H,Hospitales,-34.641396,-58.412643,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
70401,PARQUE PATRICIOS,H,Parque Patricios/H,Parque Patricios,-34.637391,-58.406672,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
70402,PARQUE PATRICIOS,H,Parque Patricios/H,Parque Patricios,-34.637391,-58.406672,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
70403,PARQUE PATRICIOS,H,Parque Patricios/H,Parque Patricios,-34.637391,-58.406672,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
70404,PARQUE PATRICIOS,H,Parque Patricios/H,Parque Patricios,-34.637391,-58.406672,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
70501,CASEROS,H,Caseros/H,Caseros,-34.635931,-58.398892,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
70502,CASEROS,H,Caseros/H,Caseros,-34.635931,-58.398892,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
70511,CASEROS,H,Caseros/H,Caseros,-34.635931,-58.398892,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
70512,CASEROS,H,Caseros/H,Caseros,-34.635931,-58.398892,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
70601,INCLAN,H,inclan/H,Inclán,-34.629117,-58.401009,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
70602,INCLAN,H,inclan/H,Inclán,-34.629117,-58.401009,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
70611,INCLAN,H,inclan/H,Inclán,-34.629117,-58.401009,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
70612,INCLAN,H,inclan/H,Inclán,-34.629117,-58.401009,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
70701,HUMBERTO 1,H,Humberto 1/H,Humberto I,-34.623225,-58.402303,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
70702,HUMBERTO 1,H,Humberto 1/H,Humberto I,-34.623225,-58.402303,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
70711,HUMBERTO 1,H,Humberto 1/H,Humberto I,-34.623225,-58.402303,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
70712,HUMBERTO 1,H,Humberto 1/H,Humberto I,-34.623225,-58.402303,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
70812,VENEZUELA,H,Venezuela/H,Venezuela,-34.615092,-58.404776,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
70901,PLAZA ONCE,H,Plaza Once/H,Once,-34.608857,-58.406044,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
70902,PLAZA ONCE,H,Plaza Once/H,Once,-34.608857,-58.406044,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
70903,PLAZA ONCE,H,Plaza Once/H,Once,-34.608857,-58.406044,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
70904,PLAZA ONCE,H,Plaza Once/H,Once,-34.608857,-58.406044,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
70911,PLAZA ONCE,H,Plaza Once/H,Once,-34.608857,-58.406044,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
70912,PLAZA ONCE,H,Plaza Once/H,Once,-34.608857,-58.406044,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
70913,PLAZA ONCE,H,Plaza Once/H,Once,-34.608857,-58.406044,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
70914,PLAZA ONCE,H,Plaza Once/H,Once,-34.608857,-58.406044,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
71001,CORRIENTES,H,Corrientes/H,Corrientes,-34.604554,-58.405508,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
71002,CORRIENTES,H,Corrientes/H,Corrientes,-34.604554,-58.405508,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
71003,CORRIENTES,H,Corrientes/H,Corrientes,-34.604554,-58.405508,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
71004,CORRIENTES,H,Corrientes/H,Corrientes,-34.604554,-58.405508,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
71011,CORRIENTES,H,Corrientes/H,Corrientes,-34.604554,-58.405508,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
71012,CORRIENTES,H,Corrientes/H,Corrientes,-34.604554,-58.405508,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
71013,CORRIENTES,H,Corrientes/H,Corrientes,-34.604554,-58.405508,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
71101,CORDOBA,H,Cordoba/H,Cordoba,-34.598231,-58.403514,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
71102,CORDOBA,H,Cordoba/H,Cordoba,-34.598231,-58.403514,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
71103,CORDOBA,H,Cordoba/H,Cordoba,-34.598231,-58.403514,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
71104,CORDOBA,H,Cordoba/H,Cordoba,-34.598231,-58.403514,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
71301,LAS HERAS,H,Las Heras/H,Las Heras,-34.587293,-58.396906,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
71302,LAS HERAS,H,Las Heras/H,Las Heras,-34.587293,-58.396906,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
71303,LAS HERAS,H,Las Heras/H,Las Heras,-34.587293,-58.396906,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
71304,LAS HERAS,H,Las Heras/H,Las Heras,-34.587293,-58.396906,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
71211,SANTA FE,H,Santa FE/H,Santa FE,-34.5948476,-58.404659,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
71212,SANTA FE,H,Santa FE/H,Santa FE,-34.5948476,-58.404659,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
71213,SANTA FE,H,Santa FE/H,Santa FE,-34.5948476,-58.404659,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
71214,SANTA FE,H,Santa FE/H,Santa FE,-34.5948476,-58.404659,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
71221,SANTA FE,H,Santa FE/H,Santa FE,-34.5948476,-58.404659,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
71222,SANTA FE,H,Santa FE/H,Santa FE,-34.5948476,-58.404659,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
71223,SANTA FE,H,Santa FE/H,Santa FE,-34.5948476,-58.404659,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
71224,SANTA FE,H,Santa FE/H,Santa FE,-34.5948476,-58.404659,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
71201,SANTA FE,H,Santa FE/H,Santa FE,-34.5948476,-58.404659,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
71202,SANTA FE,H,Santa FE/H,Santa FE,-34.5948476,-58.404659,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
71203,SANTA FE,H,Santa FE/H,Santa FE,-34.5948476,-58.404659,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
71204,SANTA FE,H,Santa FE/H,Santa FE,-34.5948476,-58.404659,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
