interno,est_off,linea,Field₃,estacion,latitude,longitude,geom_wgs84
10112,PLAZA DE MAYO,A,Plaza de Mayo/A,Plaza de Mayo,-34.608807,-58.37095,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
30812,SAN MARTIN,C,San Martin/C,San Martin,-34.595051,-58.37782,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
30813,SAN MARTIN,C,San Martin/C,San Martin,-34.595051,-58.37782,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
30814,SAN MARTIN,C,San Martin/C,San Martin,-34.595051,-58.37782,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
30901,RETIRO,C,Retiro/C,Retiro,-34.591198,-58.37402,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
30902,RETIRO,C,Retiro/C,Retiro,-34.591198,-58.37402,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
30903,RETIRO,C,Retiro/C,Retiro,-34.591198,-58.37402,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
30904,RETIRO,C,Retiro/C,Retiro,-34.591198,-58.37402,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
30905,RETIRO,C,Retiro/C,Retiro,-34.591198,-58.37402,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
30906,RETIRO,C,Retiro/C,Retiro,-34.591198,-58.37402,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
30907,RETIRO,C,Retiro/C,Retiro,-34.591198,-58.37402,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
30908,RETIRO,C,Retiro/C,Retiro,-34.591198,-58.37402,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
30909,RETIRO,C,Retiro/C,Retiro,-34.591198,-58.37402,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
30910,RETIRO,C,Retiro/C,Retiro,-34.591198,-58.37402,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
30911,RETIRO,C,Retiro/C,Retiro,-34.591198,-58.37402,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
30912,RETIRO,C,Retiro/C,Retiro,-34.591198,-58.37402,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
40101,CATEDRAL,D,Catedral/D,Catedral,-34.607806,-58.373938,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
40102,CATEDRAL,D,Catedral/D,Catedral,-34.607806,-58.373938,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
40103,CATEDRAL,D,Catedral/D,Catedral,-34.607806,-58.373938,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
40104,CATEDRAL,D,Catedral/D,Catedral,-34.607806,-58.373938,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
40105,CATEDRAL,D,Catedral/D,Catedral,-34.607806,-58.373938,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
40109,CATEDRAL,D,Catedral/D,Catedral,-34.607806,-58.373938,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
40111,CATEDRAL,D,Catedral/D,Catedral,-34.607806,-58.373938,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
40112,CATEDRAL,D,Catedral/D,Catedral,-34.607806,-58.373938,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
40113,CATEDRAL,D,Catedral/D,Catedral,-34.607806,-58.373938,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
40114,CATEDRAL,D,Catedral/D,Catedral,-34.607806,-58.373938,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
40115,CATEDRAL,D,Catedral/D,Catedral,-34.607806,-58.373938,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
40116,CATEDRAL,D,Catedral/D,Catedral,-34.607806,-58.373938,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
40117,CATEDRAL,D,Catedral/D,Catedral,-34.607806,-58.373938,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
40118,CATEDRAL,D,Catedral/D,Catedral,-34.607806,-58.373938,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
40201,9 DE JULIO,D,9 de Julio/D,9 de Julio,-34.604251,-58.380577,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
40202,9 DE JULIO,D,9 de Julio/D,9 de Julio,-34.604251,-58.380577,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
40203,9 DE JULIO,D,9 de Julio/D,9 de Julio,-34.604251,-58.380577,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
40211,9 DE JULIO,D,9 de Julio/D,9 de Julio,-34.604251,-58.380577,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
40212,9 DE JULIO,D,9 de Julio/D,9 de Julio,-34.604251,-58.380577,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
40221,9 DE JULIO,D,9 de Julio/D,9 de Julio,-34.604251,-58.380577,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
40222,9 DE JULIO,D,9 de Julio/D,9 de Julio,-34.604251,-58.380577,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
40301,TRIBUNALES,D,Tribunales/D,Tribunales,-34.601567,-58.385118,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
40302,TRIBUNALES,D,Tribunales/D,Tribunales,-34.601567,-58.385118,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
40303,TRIBUNALES,D,Tribunales/D,Tribunales,-34.601567,-58.385118,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
40304,TRIBUNALES,D,Tribunales/D,Tribunales,-34.601567,-58.385118,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
40311,TRIBUNALES,D,Tribunales/D,Tribunales,-34.601567,-58.385118,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
40312,TRIBUNALES,D,Tribunales/D,Tribunales,-34.601567,-58.385118,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
40313,TRIBUNALES,D,Tribunales/D,Tribunales,-34.601567,-58.385118,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
40314,TRIBUNALES,D,Tribunales/D,Tribunales,-34.601567,-58.385118,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
40319,TRIBUNALES,D,Tribunales/D,Tribunales,-34.601567,-58.385118,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
40401,CALLAO,D,Callao/D,Callao,-34.599634,-58.393128,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
40402,CALLAO,D,Callao/D,Callao,-34.599634,-58.393128,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
40409,CALLAO,D,Callao/D,Callao,-34.599634,-58.393128,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
40411,CALLAO,D,Callao/D,Callao,-34.599634,-58.393128,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
40412,CALLAO,D,Callao/D,Callao,-34.599634,-58.393128,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
40421,CALLAO,D,Callao/D,Callao,-34.599634,-58.393128,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
40422,CALLAO,D,Callao/D,Callao,-34.599634,-58.393128,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
40501,FACULTAD DE MEDICINA,D,Facultad de Medicina/D,Facultad,-34.599757,-58.397925,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
40502,FACULTAD DE MEDICINA,D,Facultad de Medicina/D,Facultad,-34.599757,-58.397925,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
40503,FACULTAD DE MEDICINA,D,Facultad de Medicina/D,Facultad,-34.599757,-58.397925,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
40504,FACULTAD DE MEDICINA,D,Facultad de Medicina/D,Facultad,-34.599757,-58.397925,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
40509,FACULTAD DE MEDICINA,D,Facultad de Medicina/D,Facultad,-34.599757,-58.397925,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
40511,FACULTAD DE MEDICINA,D,Facultad de Medicina/D,Facultad,-34.599757,-58.397925,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
40512,FACULTAD DE MEDICINA,D,Facultad de Medicina/D,Facultad,-34.599757,-58.397925,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
40513,FACULTAD DE MEDICINA,D,Facultad de Medicina/D,Facultad,-34.599757,-58.397925,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
40514,FACULTAD DE MEDICINA,D,Facultad de Medicina/D,Facultad,-34.599757,-58.397925,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
40519,FACULTAD DE MEDICINA,D,Facultad de Medicina/D,Facultad,-34.599757,-58.397925,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
40601,PUEYRREDON,D,Pueyrredon/D,Pueyrredón,-34.59439,-58.402489,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
40602,PUEYRREDON,D,Pueyrredon/D,Pueyrredón,-34.59439,-58.402489,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
40603,PUEYRREDON,D,Pueyrredon/D,Pueyrredón,-34.59439,-58.402489,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
40701,AG?ERO,D,Agero/D,Aguero,-34.591623,-58.407127,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
40702,AG?ERO,D,Agero/D,Aguero,-34.591623,-58.407127,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
40703,AG?ERO,D,Agero/D,Aguero,-34.591623,-58.407127,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
40704,AG?ERO,D,Agero/D,Aguero,-34.591623,-58.407127,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
40801,BULNES,D,Bulnes/D,Bulnes,-34.588247,-58.411309,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
40802,BULNES,D,Bulnes/D,Bulnes,-34.588247,-58.411309,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
40811,BULNES,D,Bulnes/D,Bulnes,-34.588247,-58.411309,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
40812,BULNES,D,Bulnes/D,Bulnes,-34.588247,-58.411309,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
40813,BULNES,D,Bulnes/D,Bulnes,-34.588247,-58.411309,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
40814,BULNES,D,Bulnes/D,Bulnes,-34.588247,-58.411309,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
40901,R.SCALABRINI ORTIZ,D,R.Scalabrini Ortiz/D,Scalabrini Ortiz,-34.585147,-58.415944,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
40902,R.SCALABRINI ORTIZ,D,R.Scalabrini Ortiz/D,Scalabrini Ortiz,-34.585147,-58.415944,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
40911,R.SCALABRINI ORTIZ,D,R.Scalabrini Ortiz/D,Scalabrini Ortiz,-34.585147,-58.415944,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
40912,R.SCALABRINI ORTIZ,D,R.Scalabrini Ortiz/D,Scalabrini Ortiz,-34.585147,-58.415944,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
40913,R.SCALABRINI ORTIZ,D,R.Scalabrini Ortiz/D,Scalabrini Ortiz,-34.585147,-58.415944,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
41001,PLAZA ITALIA,D,Plaza Italia/D,Plaza Italia,-34.581415,-58.421201,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
41002,PLAZA ITALIA,D,Plaza Italia/D,Plaza Italia,-34.581415,-58.421201,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
41011,PLAZA ITALIA,D,Plaza Italia/D,Plaza Italia,-34.581415,-58.421201,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
41012,PLAZA ITALIA,D,Plaza Italia/D,Plaza Italia,-34.581415,-58.421201,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
41013,PLAZA ITALIA,D,Plaza Italia/D,Plaza Italia,-34.581415,-58.421201,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
41101,PALERMO,D,Palermo/D,Palermo,-34.578414,-58.425716,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
41102,PALERMO,D,Palermo/D,Palermo,-34.578414,-58.425716,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
41103,PALERMO,D,Palermo/D,Palermo,-34.578414,-58.425716,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
41104,PALERMO,D,Palermo/D,Palermo,-34.578414,-58.425716,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
41105,PALERMO,D,Palermo/D,Palermo,-34.578414,-58.425716,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
41106,PALERMO,D,Palermo/D,Palermo,-34.578414,-58.425716,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
41201,MINISTRO CARRANZA,D,Ministro Carranza/D,Carranza,-34.575179,-58.435014,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
41202,MINISTRO CARRANZA,D,Ministro Carranza/D,Carranza,-34.575179,-58.435014,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
41203,MINISTRO CARRANZA,D,Ministro Carranza/D,Carranza,-34.575179,-58.435014,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
41204,MINISTRO CARRANZA,D,Ministro Carranza/D,Carranza,-34.575179,-58.435014,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
41205,MINISTRO CARRANZA,D,Ministro Carranza/D,Carranza,-34.575179,-58.435014,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
41206,MINISTRO CARRANZA,D,Ministro Carranza/D,Carranza,-34.575179,-58.435014,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
41301,OLLEROS,D,Olleros/D,Olleros,-34.570012,-58.444668,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
41302,OLLEROS,D,Olleros/D,Olleros,-34.570012,-58.444668,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
41303,OLLEROS,D,Olleros/D,Olleros,-34.570012,-58.444668,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
41304,OLLEROS,D,Olleros/D,Olleros,-34.570012,-58.444668,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
41311,OLLEROS,D,Olleros/D,Olleros,-34.570012,-58.444668,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
41312,OLLEROS,D,Olleros/D,Olleros,-34.570012,-58.444668,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
41313,OLLEROS,D,Olleros/D,Olleros,-34.570012,-58.444668,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
41314,OLLEROS,D,Olleros/D,Olleros,-34.570012,-58.444668,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
41401,JOSE HERNANDEZ,D,Jose Hernandez/D,José Hernández,-34.566215,-58.452126,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
41402,JOSE HERNANDEZ,D,Jose Hernandez/D,José Hernández,-34.566215,-58.452126,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
41403,JOSE HERNANDEZ,D,Jose Hernandez/D,José Hernández,-34.566215,-58.452126,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
41404,JOSE HERNANDEZ,D,Jose Hernandez/D,José Hernández,-34.566215,-58.452126,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
41411,JOSE HERNANDEZ,D,Jose Hernandez/D,José Hernández,-34.566215,-58.452126,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
41412,JOSE HERNANDEZ,D,Jose Hernandez/D,José Hernández,-34.566215,-58.452126,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
41413,JOSE HERNANDEZ,D,Jose Hernandez/D,José Hernández,-34.566215,-58.452126,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
41414,JOSE HERNANDEZ,D,Jose Hernandez/D,José Hernández,-34.566215,-58.452126,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
41501,JURAMENTO,D,Juramento/D,Juramento,-34.562309,-58.456489,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
41502,JURAMENTO,D,Juramento/D,Juramento,-34.562309,-58.456489,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
41503,JURAMENTO,D,Juramento/D,Juramento,-34.562309,-58.456489,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
41511,JURAMENTO,D,Juramento/D,Juramento,-34.562309,-58.456489,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
41512,JURAMENTO,D,Juramento/D,Juramento,-34.562309,-58.456489,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
41513,JURAMENTO,D,Juramento/D,Juramento,-34.562309,-58.456489,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
41514,JURAMENTO,D,Juramento/D,Juramento,-34.562309,-58.456489,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
41601,CONGRESO DE TUCUMAN,D,Congreso de Tucuman/D,Congreso Tucumán,-34.555642,-58.462378,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
41602,CONGRESO DE TUCUMAN,D,Congreso de Tucuman/D,Congreso Tucumán,-34.555642,-58.462378,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
41603,CONGRESO DE TUCUMAN,D,Congreso de Tucuman/D,Congreso Tucumán,-34.555642,-58.462378,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
41604,CONGRESO DE TUCUMAN,D,Congreso de Tucuman/D,Congreso Tucumán,-34.555642,-58.462378,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
41611,CONGRESO DE TUCUMAN,D,Congreso de Tucuman/D,Congreso Tucumán,-34.555642,-58.462378,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
41612,CONGRESO DE TUCUMAN,D,Congreso de Tucuman/D,Congreso Tucumán,-34.555642,-58.462378,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
41621,CONGRESO DE TUCUMAN,D,Congreso de Tucuman/D,Congreso Tucumán,-34.555642,-58.462378,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
41622,CONGRESO DE TUCUMAN,D,Congreso de Tucuman/D,Congreso Tucumán,-34.555642,-58.462378,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
41623,CONGRESO DE TUCUMAN,D,Congreso de Tucuman/D,Congreso Tucumán,-34.555642,-58.462378,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
41624,CONGRESO DE TUCUMAN,D,Congreso de Tucuman/D,Congreso Tucumán,-34.555642,-58.462378,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
41625,CONGRESO DE TUCUMAN,D,Congreso de Tucuman/D,Congreso Tucumán,-34.555642,-58.462378,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
41626,CONGRESO DE TUCUMAN,D,Congreso de Tucuman/D,Congreso Tucumán,-34.555642,-58.462378,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
41627,CONGRESO DE TUCUMAN,D,Congreso de Tucuman/D,Congreso Tucumán,-34.555642,-58.462378,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
41628,CONGRESO DE TUCUMAN,D,Congreso de Tucuman/D,Congreso Tucumán,-34.555642,-58.462378,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
41631,CONGRESO DE TUCUMAN,D,Congreso de Tucuman/D,Congreso Tucumán,-34.555642,-58.462378,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
41632,CONGRESO DE TUCUMAN,D,Congreso de Tucuman/D,Congreso Tucumán,-34.555642,-58.462378,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
41633,CONGRESO DE TUCUMAN,D,Congreso de Tucuman/D,Congreso Tucumán,-34.555642,-58.462378,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
50401,BOLIVAR,E,Bolivar/E,Bolivar,-34.609252,-58.373708,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
50402,BOLIVAR,E,Bolivar/E,Bolivar,-34.609252,-58.373708,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
50403,BOLIVAR,E,Bolivar/E,Bolivar,-34.609252,-58.373708,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
50404,BOLIVAR,E,Bolivar/E,Bolivar,-34.609252,-58.373708,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
50405,BOLIVAR,E,Bolivar/E,Bolivar,-34.609252,-58.373708,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
50406,BOLIVAR,E,Bolivar/E,Bolivar,-34.609252,-58.373708,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
50407,BOLIVAR,E,Bolivar/E,Bolivar,-34.609252,-58.373708,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
50408,BOLIVAR,E,Bolivar/E,Bolivar,-34.609252,-58.373708,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
50501,BELGRANO,E,Belgrano/E,Belgrano,-34.612842,-58.377589,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
50502,BELGRANO,E,Belgrano/E,Belgrano,-34.612842,-58.377589,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
50601,INDEPENDENCIA,E,Independencia/E,Independencia,-34.617937,-58.381517,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
50602,INDEPENDENCIA,E,Independencia/E,Independencia,-34.617937,-58.381517,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
50603,INDEPENDENCIA,E,Independencia/E,Independencia,-34.617937,-58.381517,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
50604,INDEPENDENCIA,E,Independencia/E,Independencia,-34.617937,-58.381517,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
50701,SAN JOSE,E,San Jose/E,San Jose,-34.622346,-58.38517,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
50702,SAN JOSE,E,San Jose/E,San Jose,-34.622346,-58.38517,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
50801,ENTRE RIOS,E,Entre Rios/E,Entre Ríos,-34.622713,-58.391508,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
50802,ENTRE RIOS,E,Entre Rios/E,Entre Ríos,-34.622713,-58.391508,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
50803,ENTRE RIOS,E,Entre Rios/E,Entre Ríos,-34.622713,-58.391508,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
50901,PICHINCHA,E,Pichincha/E,Pichincha,-34.623119,-58.397083,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
50902,PICHINCHA,E,Pichincha/E,Pichincha,-34.623119,-58.397083,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
50903,PICHINCHA,E,Pichincha/E,Pichincha,-34.623119,-58.397083,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
51001,JUJUY,E,Jujuy/E,Jujuy,-34.623874,-58.40295,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
51002,JUJUY,E,Jujuy/E,Jujuy,-34.623874,-58.40295,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
51003,JUJUY,E,Jujuy/E,Jujuy,-34.623874,-58.40295,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
51101,URQUIZA,E,Urquiza/E,Urquiza,-34.624656,-58.409418,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
51102,URQUIZA,E,Urquiza/E,Urquiza,-34.624656,-58.409418,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
51103,URQUIZA,E,Urquiza/E,Urquiza,-34.624656,-58.409418,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
51201,BOEDO,E,Boedo/E,Boedo,-34.625369,-58.415545,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
51202,BOEDO,E,Boedo/E,Boedo,-34.625369,-58.415545,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
71215,SANTA FE,H,Santa FE/H,Santa FE,-34.5948476,-58.404659,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
51203,BOEDO,E,Boedo/E,Boedo,-34.625369,-58.415545,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
51301,AV. LA PLATA,E,AV. La plata/E,La Plata,-34.627015,-58.426792,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
51302,AV. LA PLATA,E,AV. La plata/E,La Plata,-34.627015,-58.426792,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
51303,AV. LA PLATA,E,AV. La plata/E,La Plata,-34.627015,-58.426792,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
51401,JOSE MARIA MORENO,E,Jose Maria Moreno/E,J.M.Moreno,-34.628009,-58.433798,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
51402,JOSE MARIA MORENO,E,Jose Maria Moreno/E,J.M.Moreno,-34.628009,-58.433798,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
51501,EMILIO MITRE,E,Emilio Mitre/E,Mitre,-34.631047,-58.442168,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
51502,EMILIO MITRE,E,Emilio Mitre/E,Mitre,-34.631047,-58.442168,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
51601,MEDALLA MILAGROSA,E,Medalla Milagrosa/E,Medalla,-34.636383,-58.450295,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
51602,MEDALLA MILAGROSA,E,Medalla Milagrosa/E,Medalla,-34.636383,-58.450295,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
51603,MEDALLA MILAGROSA,E,Medalla Milagrosa/E,Medalla,-34.636383,-58.450295,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
51701,VARELA,E,Varela/E,Varela,-34.64014,-58.457894,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
51702,VARELA,E,Varela/E,Varela,-34.64014,-58.457894,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
51801,PLAZA DE LOS VIRREYES,E,Plaza de los Virreyes/E,Virreyes,-34.643324,-58.46167,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
51802,PLAZA DE LOS VIRREYES,E,Plaza de los Virreyes/E,Virreyes,-34.643324,-58.46167,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
51803,PLAZA DE LOS VIRREYES,E,Plaza de los Virreyes/E,Virreyes,-34.643324,-58.46167,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
51804,PLAZA DE LOS VIRREYES,E,Plaza de los Virreyes/E,Virreyes,-34.643324,-58.46167,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
51811,PLAZA DE LOS VIRREYES,E,Plaza de los Virreyes/E,Virreyes,-34.643324,-58.46167,0101000020E6100000C139234A7B2F4DC0B6494563ED4D41C0
