identidad,Entidad,codigoterminal,idubicacion,ubicacion,nroterminal
204,FFCC URQUIZA,4546,27641,FFCC URQUIZA-Est. Ejército de los Andes,16
204,FFCC URQUIZA,4571,27641,FFCC URQUIZA-Est. Ejército de los Andes,16
204,FFCC URQUIZA,4570,27641,FFCC URQUIZA-Est. Ejército de los Andes,16
204,FFCC URQUIZA,4521,27655,FFCC URQUIZA-Est. Juan B. de Lasalle,17
204,FFCC URQUIZA,4543,27703,FFCC URQUIZA-Est. Sargento Barrufaldi,18
204,FFCC URQUIZA,4530,27656,FFCC URQUIZA-Est. Capitán Lozano,19
204,FFCC URQUIZA,4537,27698,FFCC URQUIZA-Est. Campo de Mayo,21
204,FFCC URQUIZA,4523,27657,FFCC URQUIZA-Est. Sargento Cabral,22
204,FFCC URQUIZA,4525,27625,FFCC URQUIZA-Est. Genral Lemos,23
204,FFCC URQUIZA,4531,27625,FFCC URQUIZA-Est. Genral Lemos,23
204,FFCC URQUIZA,4526,27625,FFCC URQUIZA-Est. Genral Lemos,23
204,FFCC URQUIZA,4534,27625,FFCC URQUIZA-Est. Genral Lemos,23
204,FFCC URQUIZA,4515,27625,FFCC URQUIZA-Est. Genral Lemos,23
204,FFCC URQUIZA,4527,27625,FFCC URQUIZA-Est. Genral Lemos,23
267,SOFSE TREN DEL VALLE,27450,42001,FFCC Tren del Valle Est. Neuquen,100
267,SOFSE TREN DEL VALLE,27453,42001,FFCC Tren del Valle Est. Neuquen,100
267,SOFSE TREN DEL VALLE,27454,42001,FFCC Tren del Valle Est. Neuquen,100
267,SOFSE TREN DEL VALLE,27451,42002,FFCC Tren del Valle Est. Cipolletti,101
267,SOFSE TREN DEL VALLE,27452,42002,FFCC Tren del Valle Est. Cipolletti,101
9994,FERROVIAS,10001,22319,FFCC Belgrano Norte Est. Retiro,1
9994,FERROVIAS,10004,22319,FFCC Belgrano Norte Est. Retiro,1
9994,FERROVIAS,10002,22319,FFCC Belgrano Norte Est. Retiro,1
9994,FERROVIAS,10005,22319,FFCC Belgrano Norte Est. Retiro,1
9994,FERROVIAS,10006,22319,FFCC Belgrano Norte Est. Retiro,1
9994,FERROVIAS,10070,22319,FFCC Belgrano Norte Est. Retiro,1
9994,FERROVIAS,10074,22319,FFCC Belgrano Norte Est. Retiro,1
9994,FERROVIAS,10012,22319,FFCC Belgrano Norte Est. Retiro,1
9994,FERROVIAS,10007,22320,FFCC Belgrano Norte Est. Saldias,2
9994,FERROVIAS,10077,22321,FFCC Belgrano Norte Est. S.Ortiz,3
9994,FERROVIAS,10028,22321,FFCC Belgrano Norte Est. S.Ortiz,3
9994,FERROVIAS,10009,22323,FFCC Belgrano Norte Est. A.del Valle,4
9994,FERROVIAS,10010,22323,FFCC Belgrano Norte Est. A.del Valle,4
9994,FERROVIAS,10011,22323,FFCC Belgrano Norte Est. A.del Valle,4
9994,FERROVIAS,10013,22323,FFCC Belgrano Norte Est. A.del Valle,4
9994,FERROVIAS,10014,22325,FFCC Belgrano Norte Est. M.M. Padilla,5
9994,FERROVIAS,10076,22325,FFCC Belgrano Norte Est. M.M. Padilla,5
9994,FERROVIAS,10015,22326,FFCC Belgrano Norte Est. Florida,6
9994,FERROVIAS,10016,22326,FFCC Belgrano Norte Est. Florida,6
9994,FERROVIAS,10017,22329,FFCC Belgrano Norte Est. Munro,7
9994,FERROVIAS,10069,22329,FFCC Belgrano Norte Est. Munro,7
9994,FERROVIAS,10018,22329,FFCC Belgrano Norte Est. Munro,7
9994,FERROVIAS,10019,22331,FFCC Belgrano Norte Est. Carapachay,8
9994,FERROVIAS,10025,22331,FFCC Belgrano Norte Est. Carapachay,8
9994,FERROVIAS,10020,22332,FFCC Belgrano Norte Est. Adelina,9
9994,FERROVIAS,10023,22332,FFCC Belgrano Norte Est. Adelina,9
9994,FERROVIAS,10021,22332,FFCC Belgrano Norte Est. Adelina,9
9994,FERROVIAS,10022,22332,FFCC Belgrano Norte Est. Adelina,9
9994,FERROVIAS,10024,22334,FFCC Belgrano Norte Est. Boulogne,10
9994,FERROVIAS,10027,22334,FFCC Belgrano Norte Est. Boulogne,10
9994,FERROVIAS,10026,22334,FFCC Belgrano Norte Est. Boulogne,10
9994,FERROVIAS,10073,22334,FFCC Belgrano Norte Est. Boulogne,10
9994,FERROVIAS,10052,22334,FFCC Belgrano Norte Est. Boulogne,10
9994,FERROVIAS,10050,22334,FFCC Belgrano Norte Est. Boulogne,10
9994,FERROVIAS,10029,22336,FFCC Belgrano Norte Est. V.A.Montes,11
9994,FERROVIAS,10030,22337,FFCC Belgrano Norte Est. Don Torcuato,12
9994,FERROVIAS,10033,22337,FFCC Belgrano Norte Est. Don Torcuato,12
9994,FERROVIAS,10034,22337,FFCC Belgrano Norte Est. Don Torcuato,12
9994,FERROVIAS,10032,22337,FFCC Belgrano Norte Est. Don Torcuato,12
9994,FERROVIAS,10031,22337,FFCC Belgrano Norte Est. Don Torcuato,12
9994,FERROVIAS,10035,22338,FFCC Belgrano Norte Est. Ing.Sourdeaux,13
9994,FERROVIAS,10037,22338,FFCC Belgrano Norte Est. Ing.Sourdeaux,13
9994,FERROVIAS,10051,22338,FFCC Belgrano Norte Est. Ing.Sourdeaux,13
9994,FERROVIAS,10038,22339,FFCC Belgrano Norte Est. Villa de Mayo,14
9994,FERROVIAS,10040,22339,FFCC Belgrano Norte Est. Villa de Mayo,14
9994,FERROVIAS,10036,22339,FFCC Belgrano Norte Est. Villa de Mayo,14
9994,FERROVIAS,10049,22339,FFCC Belgrano Norte Est. Villa de Mayo,14
9994,FERROVIAS,10041,22340,FFCC Belgrano Norte Est. Los Polvorines,15
9994,FERROVIAS,10044,22340,FFCC Belgrano Norte Est. Los Polvorines,15
9994,FERROVIAS,10042,22340,FFCC Belgrano Norte Est. Los Polvorines,15
9994,FERROVIAS,10043,22340,FFCC Belgrano Norte Est. Los Polvorines,15
9994,FERROVIAS,10045,22341,FFCC Belgrano Norte Est. Ing.P.Nogues,16
9994,FERROVIAS,10048,22341,FFCC Belgrano Norte Est. Ing.P.Nogues,16
9994,FERROVIAS,10046,22341,FFCC Belgrano Norte Est. Ing.P.Nogues,16
9994,FERROVIAS,10047,22341,FFCC Belgrano Norte Est. Ing.P.Nogues,16
9994,FERROVIAS,10072,22341,FFCC Belgrano Norte Est. Ing.P.Nogues,16
9994,FERROVIAS,10068,22342,FFCC Belgrano Norte Est. Grand Bourg,17
9994,FERROVIAS,10053,22342,FFCC Belgrano Norte Est. Grand Bourg,17
9994,FERROVIAS,10055,22342,FFCC Belgrano Norte Est. Grand Bourg,17
9994,FERROVIAS,10083,22342,FFCC Belgrano Norte Est. Grand Bourg,17
9994,FERROVIAS,10057,22342,FFCC Belgrano Norte Est. Grand Bourg,17
9994,FERROVIAS,10056,22342,FFCC Belgrano Norte Est. Grand Bourg,17
9994,FERROVIAS,10079,22342,FFCC Belgrano Norte Est. Grand Bourg,17
9994,FERROVIAS,10082,22342,FFCC Belgrano Norte Est. Grand Bourg,17
9994,FERROVIAS,10081,22342,FFCC Belgrano Norte Est. Grand Bourg,17
9994,FERROVIAS,10058,22343,FFCC Belgrano Norte Est. Tierras Altas,18
9994,FERROVIAS,10060,22343,FFCC Belgrano Norte Est. Tierras Altas,18
9994,FERROVIAS,10059,22343,FFCC Belgrano Norte Est. Tierras Altas,18
9994,FERROVIAS,10061,22344,FFCC Belgrano Norte Est. Tortuguitas,19
9994,FERROVIAS,10075,22344,FFCC Belgrano Norte Est. Tortuguitas,19
9994,FERROVIAS,10039,22344,FFCC Belgrano Norte Est. Tortuguitas,19
9994,FERROVIAS,10062,22345,FFCC Belgrano Norte Est. M.Alberti,20
9994,FERROVIAS,10063,22345,FFCC Belgrano Norte Est. M.Alberti,20
9994,FERROVIAS,10008,22345,FFCC Belgrano Norte Est. M.Alberti,20
9994,FERROVIAS,10064,22346,FFCC Belgrano Norte Est. Del Viso,21
9994,FERROVIAS,10065,22346,FFCC Belgrano Norte Est. Del Viso,21
9994,FERROVIAS,10066,22346,FFCC Belgrano Norte Est. Del Viso,21
9994,FERROVIAS,10054,22346,FFCC Belgrano Norte Est. Del Viso,21
9994,FERROVIAS,10003,22346,FFCC Belgrano Norte Est. Del Viso,21
9994,FERROVIAS,10067,22347,FFCC Belgrano Norte Est. Villa Rosa,22
9994,FERROVIAS,10071,22347,FFCC Belgrano Norte Est. Villa Rosa,22
